,claim,simple_sentence,truth_value,source
5257,Could a Crackdown on Kleptocrats Help Ukraine?. Russian oligarchs helped boost Vladimir V. Putin’s influence in the West. Can sanctions turn that pressure back on him?,Could a Crackdown on Kleptocrats Help Ukraine?. Russian oligarchs helped boost Vladimir V. Putin’s influence in the West. Can sanctions turn that pressure back on him?,meter-true,nyt
5258,Zelensky Doesn’t Know the End of His Story. Churchill Didn’t Either.. The pivotal and motivating power of individual charismatic leadership.,Zelensky Doesn ' t Know the End of His Story . Churchill Didn ' t Either . . The pivotal power of individual charismatic leadership . Zelensky Doesn ' t Know the End of His Story . Churchill Didn ' t Either . . The motivating power of individual charismatic leadership . ,meter-true,nyt
5259,Why We Need Wartime Dissent. The reasons to doubt the wisdom of our foreign policy establishment have not suddenly evaporated.,Why We Need Wartime Dissent. The reasons to doubt the wisdom of our foreign policy establishment have not suddenly evaporated.,meter-true,nyt
5260,"Wall Street bonuses jumped 20 percent to a record, but the boom may be short-lived.. Bankers in New York City’s securities industry got an average bonus of $257,500 last year, the state’s comptroller estimated.",Wall Street bonuses jumped 20 percent to a record Bankers in New York City ' s securities industry got an average bonus of $ 257500 last year  the state ' s comptroller estimated . The boom may be short-lived . Bankers in New York City ' s securities industry got an average bonus of $ 257500 last year  the state ' s comptroller estimated . . Bankers in New York City ' s securities industry got an average bonus of $ 257500 last year  the state ' s comptroller estimated . ,meter-true,nyt
5261,"Britain announces measures to help people cope with inflation, including cutting gas prices.. The country’s finance minister said sanctions on Russia were “not cost free for us at home.”","Britain announces measures to help people cope with inflation, including cutting gas prices.. The country’s finance minister said sanctions on Russia were “not cost free for us at home.”",meter-true,nyt
5262,"NATO doubles its battlegroups in Eastern Europe ahead of multiple summits.. The alliance’s secretary general announced the deployment of new battlegroups in Bulgaria, Hungary, Romania and Slovakia. NATO has four others in the region.",NATO doubles its battlegroups in Eastern Europe ahead of multiple summits . . The alliance ' s secretary general announced the deployment of new battlegroups in Bulgaria has four others in the region . NATO doubles its battlegroups in Eastern Europe ahead of multiple summits . . The alliance ' s secretary general announced the deployment of new battlegroups in Hungary has four others in the region . NATO doubles its battlegroups in Eastern Europe ahead of multiple summits . . The alliance ' s secretary general announced the deployment of new battlegroups in Romania has four others in the region . NATO doubles its battlegroups in Eastern Europe ahead of multiple summits . . The alliance ' s secretary general announced the deployment of new battlegroups in Slovakia . NATO has four others in the region . ,meter-true,nyt
5263,"There’s No Global Shopping Mall. Unlike so many of our online experiences, shopping is one area that has remained mostly local.","There’s No Global Shopping Mall. Unlike so many of our online experiences, shopping is one area that has remained mostly local.",meter-true,nyt
5264,"Israel, Fearing Russian Reaction, Blocked Spyware for Ukraine and Estonia. The Eastern European countries had sought to buy Pegasus, spyware made by an Israeli firm, to carry out intelligence operations against Russia, according to people with knowledge of the discussions.",Israel The Eastern European countries had sought to buy Pegasus  spyware made by an Israeli firm  to carry out intelligence operations against Russia  according to people with knowledge of the discussions . Fearing Russian Reaction The Eastern European countries had sought to buy Pegasus  spyware made by an Israeli firm  to carry out intelligence operations against Russia  according to people with knowledge of the discussions . Blocked Spyware for Ukraine The Eastern European countries had sought to buy Pegasus  spyware made by an Israeli firm  to carry out intelligence operations against Russia  according to people with knowledge of the discussions . Estonia . The Eastern European countries had sought to buy Pegasus  spyware made by an Israeli firm  to carry out intelligence operations against Russia  according to people with knowledge of the discussions . ,meter-true,nyt
5265,A Low Birthrate Was Supposed to Weaken Russia. What Happened?. The invasion of Ukraine undermines our thinking about demographic liabilities.,A Low Birthrate Was Supposed to Weaken Russia. What Happened?. The invasion of Ukraine undermines our thinking about demographic liabilities.,meter-true,nyt
5266,"The U.S. government accuses Russian forces of war crimes.. In a statement, the U.S. secretary of state, Antony J. Blinken, cited the destruction of “apartment buildings, schools, hospitals, critical infrastructure, civilian vehicles, shopping centers, and ambulances.”",The U.S. government accuses Russian forces of war crimes . . In a statement  the U.S. secretary of state  Antony J. Blinken  cited the destruction of `` . '' The U.S. government accuses Russian forces of war crimes . . In a statement  the U.S. secretary of state  Antony J. Blinken  cited the destruction of apartment buildings . '' The U.S. government accuses Russian forces of war crimes . . In a statement  the U.S. secretary of state  Antony J. Blinken  cited the destruction of schools . '' The U.S. government accuses Russian forces of war crimes . . In a statement  the U.S. secretary of state  Antony J. Blinken  cited the destruction of hospitals . '' The U.S. government accuses Russian forces of war crimes . . In a statement  the U.S. secretary of state  Antony J. Blinken  cited the destruction of critical infrastructure . '' The U.S. government accuses Russian forces of war crimes . . In a statement  the U.S. secretary of state  Antony J. Blinken  cited the destruction of civilian vehicles . '' The U.S. government accuses Russian forces of war crimes . . In a statement  the U.S. secretary of state  Antony J. Blinken  cited the destruction of shopping centers . '' The U.S. government accuses Russian forces of war crimes . . In a statement  the U.S. secretary of state  Antony J. Blinken  cited the destruction of ambulances . '' ,meter-true,nyt
5267,"With Eye to Russia, Biden Administration Asks Companies to Report Cyberattacks. A new law requires companies to tell the federal government about hacks, but the Cybersecurity and Infrastructure Security Agency still has to work out the details of what must be reported.","With Eye to Russia, Biden Administration Asks Companies to Report Cyberattacks. A new law requires companies to tell the federal government about hacks, but the Cybersecurity and Infrastructure Security Agency still has to work out the details of what must be reported.",meter-true,nyt
5268,Your Thursday Briefing: NATO Boosts Its Eastern Presence. Plus Asia’s disappearing Covid rules and the Taliban’s reversal on girls’ schools.,Your Thursday Briefing : NATO Boosts Its Eastern Presence . Plus Asia ' s disappearing Covid rules . Your Thursday Briefing : NATO Boosts Its Eastern Presence . Plus Asia ' s disappearing the Taliban ' s reversal on girls ' schools . ,meter-true,nyt
5269,"Biden’s Europe Sanction Push. In Brussels, NATO leaders will also discuss support for Ukraine.","Biden’s Europe Sanction Push. In Brussels, NATO leaders will also discuss support for Ukraine.",meter-true,nyt
5270,How Will the Ukraine War End?. The Russian invasion has essentially stalled. Will it end in a peaceful resolution or something far more terrible?,How Will the Ukraine War End ? . The Russian invasion has essentially stalled . Will it end in a peaceful resolution something far more terrible ? How Will the Ukraine War End ? . The Russian invasion has essentially stalled . Will it end in resolution something far more terrible ? ,meter-true,nyt
5271,"As Biden Visits Europe Over Crisis, NATO Says It’s Doubling Eastern Flank Forces. The alliance also said it would assist Ukraine because of chemical, biological and nuclear threats posed by Russia in the month-old invasion.","As Biden Visits Europe Over Crisis, NATO Says It’s Doubling Eastern Flank Forces. The alliance also said it would assist Ukraine because of chemical, biological and nuclear threats posed by Russia in the month-old invasion.",meter-true,nyt
5272,"The Democrat the White House Fears the Most. Senator Robert Menendez exerts a powerful influence over U.S. foreign policy, but an uneasy one. A nuclear deal with Iran could strain ties even further.",The Democrat the White House Fears the Most . Senator Robert Menendez exerts a powerful influence over U.S. foreign policy  an uneasy one . A nuclear deal with Iran could strain ties even further . ,meter-true,nyt
