,claim,truth_value,source
2221,Roskomnadzor reported that it restricted access to The Village website for publishing inaccurate information on the operation in Ukraine,meter-true,nrpublic
2222,"The Ukrainian delegation left Kyiv and is on the way now, they will be there starting tomorrow morning.",meter-true,nrpublic
2223,Medynskyi: Russia has found an understanding with Ukraine in a number of areas,meter-true,nrpublic
2224,"Tokayev and Zelensky agreed on cooperation between Kazakhstan and Ukraine in the humanitarian sphere, the press service of the Kazakh leader reports.",meter-true,nrpublic
2225,"Bild: Germany delivered 500 Stinger anti-aircraft missiles and 1,000 Panzerfaust anti-tank grenade launchers to Ukraine",meter-true,nrpublic
2226,"Abramovich instructed the team to create a charity fund, where all proceeds from the sale of the club will be transferred. The money from this fund will go to help victims of hostilities in Ukraine",meter-true,nrpublic
2227,"The Ukrainian delegation is on its way to a meeting with the Russian delegation to Bialowieza Forest, Zelenskyi's office reported.",meter-true,nrpublic
2228,Blinken: The US is ready for diplomatic work if Moscow de-escalates the situation with Ukraine,meter-true,nrpublic
2229,"The US will fully support Ukraine if it decides to continue participating in negotiations with Russia, US Secretary of State Anthony Blinken said.",meter-true,nrpublic
2230,"The US sees no signs that the army of Belarus is preparing to take part in Russia's operation in Ukraine, the Pentagon said.",meter-true,nrpublic
2231,"The Russian-Ukrainian negotiations will not take place in Bialowieza Forest, but in another place, said a member of the Ukrainian delegation, David Arahamia. Where exactly, until it is clarified",meter-true,nrpublic
2232,The German software company SAP stops business and sales of products in Russia. The organization will also donate 1 million euros to a humanitarian fund for Ukraine.,meter-true,nrpublic
2233,Ukraine informed the IAEA that no operations related to nuclear materials have been carried out at the Chornobyl NPP since February 24,meter-true,nrpublic
2234,"The authorities of Germany intend to provide Ukraine with 2,700 anti-aircraft missiles ""Strela"", the DPA agency reported with reference to sources in the Ministry of Economy.",meter-true,nrpublic
2235,Polish MFA: Ukraine could become a candidate for EU membership tomorrow or the day after tomorrow,meter-true,nrpublic
2236,"The European Commission: the EU must be ready for millions of refugees from Ukraine, almost 1 million people have already arrived",meter-true,nrpublic
2237,Volodin offered cultural figures who do not support Russia's special operation in Ukraine to leave their positions,meter-true,nrpublic
2238,Ryabkov is sure that the tasks of the special operation in Ukraine will be fulfilled in full.,meter-true,nrpublic
2239,"Roskomnadzor demands that YouTube ""stop the demonstration on the territory of Russia of unreliable materials about a special military operation in Ukraine in advertising""",meter-true,nrpublic
2240,"Alcohol company Diageo (Johnnie Walker, Captain Morgan, Guinness, Smirnoff, White Horse) stops exporting to Russia and Ukraine.",meter-true,nrpublic
2241,The Biden administration asks Congress to approve the allocation of $32.5 billion to support Ukraine - The Washington Post,meter-true,nrpublic
2242,The EU signed a Memorandum with Ukraine on the provision of 1.2 billion euros in macro-financial assistance,meter-true,nrpublic
2243,"Macron's conversation with Putin was, in particular, devoted to humanitarian issues in connection with the situation in Ukraine, the French Prime Minister said.",meter-true,nrpublic
2244,Putin told Macron that the tasks of Russia's special military operation in Ukraine will be fulfilled in any case.,meter-true,nrpublic
2245,The Verkhovna Rada approved the law on the forced seizure of Russian property in Ukraine,meter-true,nrpublic
2246,"The Verkhovna Rada asks the UN and other international organizations to introduce peacekeepers to Ukraine, and the UN Secretary General to mediate in resolving the conflict",meter-true,nrpublic
2247,"Canada is sending additional lethal weapons to Ukraine, the defense minister says.",meter-true,nrpublic
2248,"Macron: Putin expressed ""great determination"" to continue the offensive, the goal of which is to ""take control"" of all of Ukraine",meter-true,nrpublic
2249,"If Putin is ready to withdraw troops from Ukraine, the US is ready to negotiate.",meter-true,nrpublic
2250,"The US does not see a willingness on the part of China to introduce sanctions against Russia, to condemn it for its actions in Ukraine, the Pentagon said.",meter-true,nrpublic
2251,"During a street poll, Russians advocated war against Ukraine",meter-true,nrpublic
2252,Putin announced a moment of silence for all those killed during the special operation in Ukraine,meter-true,nrpublic
2253,Zelensky: Erdogan will be among the future guarantors of Ukraine's security.,meter-true,nrpublic
2254,"Ukraine will receive 4,500 M-72 LAW grenade launchers and 7,500 hand grenades - Minister of Defense of Canada.",meter-true,nrpublic
2255,Russia and Ukraine will continue negotiations in the third round in the near future,meter-true,nrpublic
2256,"Russia and Ukraine agreed on a number of humanitarian issues, including the possibility of a temporary ceasefire for the organization of humanitarian corridors",meter-true,nrpublic
2257,Podolyak: Ukraine and Russia will create communication channels for cooperation during the evacuation of civilians,meter-true,nrpublic
2258,Medynskyi: Russia and Ukraine agreed on humanitarian corridors for the evacuation of the population and a possible temporary ceasefire,meter-true,nrpublic
2259,Slutsky announced the possibility of making decisions at the highest level regarding the settlement in Ukraine in the near future,meter-true,nrpublic
2260,"Elon Musk went over to the side of the enemy, supplying Ukraine with equipment to ensure access to broadband Internet.",meter-true,nrpublic
2261,"The accession of Ukraine, Georgia and Moldova to the EU is not the issue that is being discussed now, it is necessary to stop the conflict - Scholz.",meter-true,nrpublic
2262,"The government of the Czech Republic has approved the free transfer of weapons and ammunition worth about $731,000 to Ukraine.",meter-true,nrpublic
2263,"In the Czech Republic, due to the influx of refugees from Ukraine, a state of emergency has been introduced. It will last 30 days with the possibility of further extension. The country's government emphasized that this ""will not affect Czech citizens.""",meter-true,nrpublic
2264,"Roskomnadzor supported the Russian ""military special operation"" in Ukraine and renamed its channel to ""RoskomnadZor""",meter-true,nrpublic
2265,The State Duma session began with a minute of silence in memory of Russian soldiers killed in Ukraine.,meter-true,nrpublic
2266,A petition to NATO about closing the airspace over Ukraine has gathered more than 1 million votes Source: OpenPetition,meter-true,nrpublic
2267,The German car manufacturer Porsche has decided to stop supplying cars to Russia against the background of the situation around Ukraine.,meter-true,nrpublic
2268,Zelensky: the entire Russian army has been thrown against Ukraine,meter-true,nrpublic
2269,NATO is not a party to the conflict in Ukraine and does not seek war with Russia - Stoltenberg,meter-true,nrpublic
2270,Zelensky demanded that the West introduce new sanctions against Russia and close the sky over Ukraine.,meter-true,nrpublic
2271,The Times: British authorities plan to house refugees from Ukraine in confiscated mansions of Russian oligarchs,meter-true,nrpublic
2272,The UN Human Rights Council voted to investigate rights violations in the context of Russia's special operation in Ukraine.,meter-true,nrpublic
2273,Germany is not a party to the conflict in Ukraine and will not become one.,meter-true,nrpublic
2274,"Today, NATO will discuss the introduction of a no-fly zone over Ukraine - Financial Times",meter-true,nrpublic
2275,"Volodin: Zelensky left Ukraine and went to Poland According to the speaker, the deputies of the Verkhovna Rada said that they could not get to Zelensky in Lviv.",meter-true,nrpublic
2276,"The World Nuclear Association (WNA) supports the creation of safe zones around nuclear power plants in Ukraine, reports ""Energoatom"".",meter-true,nrpublic
2277,"NATO is not going to close the sky over Ukraine, there will be no NATO troops in the country - Jens Stoltenberg",meter-true,nrpublic
2278,Scholz and Putin agreed to soon hold new negotiations regarding Ukraine — Cabinet of Germany,meter-true,nrpublic
2279,Podolyak refused to answer questions about the whereabouts of Ukrainian President Volodymyr Zelenskyi,meter-true,nrpublic
2280,The Lithuanian Parliament supports the introduction of a closed sky over Ukraine,meter-true,nrpublic
2281,"Zelenskyi is in Kyiv, he has not left Ukraine, the Verkhovna Rada claims",meter-true,nrpublic
2282,"The number of refugees who arrived in Poland from Ukraine exceeded 700,000, the Polish border guard reports.",meter-true,nrpublic
2283,"UN: 331 civilians of Ukraine died during the ""military operation"", including 19 children. 675 people were injured",meter-true,nrpublic
2284,"Volodymyr Zelenskyi held talks with the President of the European Council, Charles Michel - they discussed the safety of nuclear power plants in Ukraine - Ukraine's membership in the EU - new sanctions against Russia",meter-true,nrpublic
