,claim,truth_value,year_of_publish,month_of_publish,day_of_publish
4796,"Says President Donald Trump’s hold on Ukraine aid was like when ""the Obama administration withheld $585 million of promised aid to Egypt in 2013 ... (and within the  fiscal year) they didn't have to disclose the halt to anyone.""",meter-mostly-false,2020,January,22
4797,"Says China ""stole Coronavirus from Canada and weaponized it into a Bioweapon.""",meter-false,2020,January,26
4798,"Says Gary Peters ""supports ‘Medicare for All,’ siding with radical liberals.""",meter-false,2019,December,16
4799,"The State Capitol Police ""recommended"" banning guns at the Capitol.",meter-false,2020,January,10
4800,"Says after Australia passed a ""new law"" that forced gun owners to give up over 640,000 firearms, the country saw a dramatic increase in homicides, assaults and robberies.",meter-false,2019,September,21
4801,"Says Hillary Clinton ""threatened to bomb Iran — totally obliterate them — if she was president.""",meter-mostly-true,2020,January,4
4802,"""The missiles that were launched at American forces in Iraq from Iran, were funded by Barack Obama, with American tax dollars.""",meter-false,2020,January,8
4803,"U.S. and Virginia murders are ""usually gangbangers killing gangbangers.""",meter-false,2019,December,9
4804,Says guns are required to be registered.,meter-mostly-false,2019,December,26
4805,"""Iran will be shooting at our soldiers with bullets, etc., purchased with the $150 billion Obama gave them.""",meter-mostly-false,2020,January,1
4806,"Says Virginia Gov. Ralph Northam said, ‘You will give up your guns, if you don’t I’ll have the National Guard cut your power, your phone lines, and your internet. Then, if you still refuse to comply I’ll have you killed.’""",meter-false,2019,December,25
4807,"Says that four Democrats — Sheila Jackson Lee, Joe Biden, Elizabeth Warren, and Alexandria Ocasio-Cortez — made specific, suspect remarks about such topics as the Constitution, abortion and guns.",meter-false,2019,December,27
4808,"Says Virginia Gov. Ralph Northam is planning to cut off the electricity ""so Virginia residents cannot reveal what is happening once gun confiscation begins to take place.""",meter-false,2019,December,16
4809,"Says 1,000 people failed gun background checks in Wisconsin in 2018, but ""almost none of them were prosecuted for trying to do a background check and illegally buy a weapon.""",meter-mostly-true,2019,November,10
4810,"Says a photo shows CNN chyrons that read, ""Democrats ask, ‘Why even have a Second Amendment?'"" and ""CNN Exclusive: China cracks down on pro democracy demonstrators.""",meter-false,2019,November,20
4811,"""People with pre-existing mental health conditions have access to firearms and not health care.""",meter-mostly-true,2019,August,4
4812,"Says in his 2000 book ""I was talking about Osama bin Laden. I said, ‘You have to kill him. You have to take him out.’""",meter-mostly-false,2019,October,27
4813,"Says ""red flag laws"" allow gun seizure without a judge’s involvement: ""They take it away first. Then you have to get permission from a judge to do it.""",meter-mostly-false,2019,October,22
4814,"Since Israel started training teachers with guns, ""there have only been two school shootings in 44 years and both shooters were killed by teachers.""",meter-false,2019,August,13
4815,"""Beto O’Rourke wants to confiscate guns because he can’t buy one himself due to his criminal record.""",meter-false,2019,September,13
4816,"""54 senators said, let's do background checks, let's get rid of assault weapons, and with 54 senators it failed because of the filibuster.""",meter-mostly-true,2019,September,12
4817,"The Odessa shooter ""had a Beto sticker on his truck.""",meter-false,2019,September,3
4818,"""Over 90% of the American people think we have to get assault weapons off the street  — period.""",meter-mostly-false,2019,September,12
4819,"""There are 390 million guns out on the streets of a country of 329 million people.""",meter-true,2019,September,4
4820,"Says Dan McCready ""really admires socialism.""",meter-false,2019,August,30
4821,"Says a photo shows U.S. Rep. Ilhan Omar ""at a Al’ Qaida training camp in Somalia.""",meter-false,2019,August,29
4822,"""We made a ridiculous deal (with Iran). We gave them $150 billion. We gave them $1.8 billion, and we got nothing.""",meter-mostly-false,2019,August,26
4823,"In Australia ""they went and confiscated all the guns. You know who did what Australia did? Venezuela.""",meter-mostly-false,2019,August,10
4824,"""97% of murders occur with handguns.""",meter-mostly-false,2019,August,9
4825,"""Not one Democrat called for gun control"" after a man shot at Republican lawmakers playing softball.",meter-false,2019,August,6
4826,"""If you go back, you can see Wayne LaPierre, who runs the NRA, testifying in front of Congress in favor of background checks 15 or 20 years ago.""",meter-true,2019,August,11
4827,"""Criminals don’t go through (gun) background checks. I think it’s like 3% go through a background check.""",meter-mostly-true,2019,August,8
4828,"Says U.S. Sen. Sherrod Brown and Dayton Mayor Nan Whaley were ""totally misrepresenting what took place inside of the hospital. Their news conference after I left for El Paso was a fraud. It bore no resemblance to what took place with those incredible people that I was so lucky to meet and spend time with.""",meter-false,2019,August,7
4829,"""There are more assault rifles, as I understand it, in the hands of private citizens than in the hands of the United States military. We're talking about 5 to 10 million assault weapons in the hands of private citizens.""",meter-mostly-true,2019,August,5
4830,"Says Walmart is ""one of the largest sellers of assault-style weapons.""",meter-false,2019,August,5
4831,"""After (the assault weapon ban) passed in 1994, there was a big drop in mass shooting deaths. When the ban expired, they rose again.""",meter-mostly-true,2019,August,5
4832,"There are ""more gun deaths by far"" in the United States than any other country in the world.",meter-false,2019,August,3
4833,"""How many people have with a concealed carry permit have committed a crime in Virginia? ...The answer is zero.""",meter-false,2019,July,9
4834,"Says ""Joe Biden calls for gun ban.""",meter-mostly-false,2019,June,17
4835,"""No, that’s a mischaracterization of my thinking.""",meter-mostly-true,2019,June,28
4836,"Red-flag laws have been ""shown to reduce the number of suicides by firearms.""",meter-mostly-true,2019,June,11
4837,"""Remember after the shooting in Las Vegas, (President Donald Trump) said, ‘Yeah, yeah, we’re going to ban the bump stocks.’ Did he ban the bump stocks? No.""",meter-false,2019,June,2
4838,"""There has never been, ever before, an administration that’s been so open and transparent.""",meter-false,2019,May,20
4839,"""Anybody can buy any weapon, any time without much, if any, regulation. They buy it over the internet. They can buy machine guns.""",meter-mostly-false,2019,May,30
4840,"""Suicide is the second-leading cause of death among 15-19 year olds and 25-34 year olds in Missouri.""",meter-true,2019,April,8
4841,"""Nowadays, there is more regulation over toy guns than real ones.""",meter-mostly-false,2019,May,6
4842,"Quotes Joe Biden as saying ""no ordinary American cares about constitutional rights.""",meter-false,2019,May,8
4843,"""Border guards found 52 tons of guns and ammunition in 14 Conex containers disguised as furniture. This ‘furniture’ is from Muslim immigrants who have come to America""",meter-false,2019,April,15
4844,"Says Sen. Kamala  Harris ""introduced a bill today to forbid a police officers from drawing his/her gun without permission from their supervisor.""",meter-false,2019,April,16
4845,"""The states that have passed (campus carry laws) have seen enrollment drop significantly.""",meter-false,2019,February,25
4846,"""The F-35 bombers, scheduled to arrive in Burlington this fall, have been designated with a nuclear mission.""",meter-mostly-false,2019,April,8
4847,"Quotes Adolf Hitler as saying the best way to control a people is ""to take a little of their freedom at a time.""",meter-false,2019,March,21
4848,"""Now there is a new threat that we’re seeing up close: the risk of exposure to powerful drugs that can kill in even tiny amounts.""",meter-false,2019,March,16
4849,"""#MichaelCohen: Convicted of lying to Congress re: Russia investigation … #ElliottAbrams: Convicted of lying to Congress re: arming Contra death squads""",meter-mostly-true,2019,February,27
4850,"Says Dr. Robert Gallo, the man who helped discover the HIV virus, confessed he was ""forced"" to ""create the HIV virus as a secret weapon to wipe out the African race.""",meter-false,2019,February,14
4851,"Says U.S. Rep. Alexandria Ocasio-Cortez said ""owning guns IS NOT a right, if it were a right it would be in the Constitution.""",meter-false,2019,January,21
