,claim
3494,"Says Senate candidate Katie McGinty ""made thousands from companies she previously regulated."""
3497,"Says GOP U.S. Senate candidate Darryl Glenn ""wants to eliminate the Department of Education"" and jeopardize college funding for 320,000 Coloradans."
3505,"Says Donald Trump called pregnant employees ""an inconvenience."""
3521,"""During three and a half years of campaigning,"" Lamar Smith ""has never once appeared at a moderated debate to defend his positions on the issues."""
3527,"""There have been multiple media reports about (Donald Trump's) business dealings with the mob, with the mafia."""
3542,"""You can fill out your tax return in Estonia online in five minutes."""
3543,Georgia ranks 49th for women serving in elected state and federal offices.
3553,"A private company building a natural gas pipeline into Florida ""is being forced to spend months under the review of six federal agencies."""
3558,Georgia ranks No. 9 in the rate of women murdered by men.
3568,"Al Sharpton went to Ferguson, Mo., and is ""declaring as a matter of fact that ... Michael Brown didn't use any deadly force or posed no deadly threat to the officer."""
3579,"""The U.S. military footprint in Africa is nearly nonexistent."""
3593,"""Crime in Atlanta is down 18 percent since 2009."""
3595,"Says Rep. Steve Stockman ""basically wants gun-filled zones in schools."""
3615,"""When (John) Brennan ... was asked directly … ‘Is there any geographic limitation to your drone strike program?’ Brennan responded and said, ‘no, there is no limitation.’"""
3631,Says Mitt Romney wants to add $2 trillion to defense budget that the military hasn’t asked for.
3637,Says Romney wants to add $2 trillion to the defense budget that the military hasn’t asked for.
3652,"""In 2010, Mr. [Anthony] Gemma described himself as a 'pro-life' candidate. Now, he claims to be pro-choice."""
3654,"Says Mitt Romney ""had millions in a Swiss bank account."""
3664,"""New business startups are at the lowest levels in 30 years."""
3669,"Says Newt Gingrich’s contract was with ""the lobbyists at Freddie Mac."""
3681,Says military expenditures for the United States are greater than the combined spending of the next 14 largest nations.
3682,Says he followed state law and the precedent of other Massachusetts governors when he erased electronic communications as he left office.
3684,"Ilana Shafran Mandel’s stake in Forest City Enterprises ""constitutes significantly less than 1 percent"" of the company’s shares and any implication of a conflict of interest ""is legally incorrect."""
3691,"""The health insurance plan that (members of Congress) have is no different than any other federal employee's in the United States government."""
3699,"Says that as a gubernatorial candidate, Chris Christie ""promised no school cuts."""
3705,"""It is a greater crime to have an untagged alligator than to host an open house party (for kids)."""
3707,"In Florida, it’s not illegal for an immediate family member of state officials to prosper from legislation supported by a spouse."
3715,"""When Social Security was passed, there were all kinds of lawsuits,"" just as there have been in the legal battle over the new health care law."
3717,"Sen. Harry Reid voted ""against declaring English our national language, twice."""
3722,"""There's a big chunk of the country that thinks that I have been too soft on Wall Street."""
3729,"""Attorney General McCollum, Speaker-Designate Cannon, Senate President-Designate Haridopolos and I stood up to Governor Crist and worked to remove Jim Greer as Chairman because of his mismanagement of the party."""
3738,"""House Appropriations Chair David Obey's partial earmark ban wouldn't apply to 90% of earmarks."""
3757,"Sarah Palin ""already has more executive experience"" than Barack Obama and Joe Biden ""combined."""
3758,"""John McCain's top foreign policy adviser lobbied for... the Republic of Georgia, and McCain has mirrored the position advocated by the government."""
3761,"""Ten years ago, John McCain offered a bill that said he would ban a candidate from paying registered lobbyists."""
3762,"McCain ""hired some of the biggest lobbyists in Washington to run his campaign."""
3763,"When McCain was questioned about hiring lobbyists to his campaign staff, ""his top lobbyist actually had the nerve to say, 'The American people won't care about this.' """
3768,"""Senator Obama's relatives and friends say he has been talking about running for president for at least the last 15 years,"" a campaign spokesman said."
3770,"""I'm for a three-state political solution in Iraq. (Romney) is not."""
3772,"The Boeing 737 Max 8, the type of plane that crashed in Ethiopia, continues to fly in the United States, despite the FAA saying ""software updates are likely coming."""
3775,"""There are countries in Africa where they have higher vaccination rates than here in the United States."""
3780,"""Foreign aid makes up about 1 percent of our entire budget."""
3781,"Under Hosni Mubarak's rule, ""Egypt received more American dollars than any country besides Israel."""
3782,"Says the United States does not ""trade as much as other developed nations."""
3788,“Kari Lake is opposed to red flag laws.”
3840,Says he has issued more pardons than “any Wisconsin governor in contemporary history.”
3843,"In Iowa, “since we have put a number of the voting laws into place over the last several years — voter ID is one of those — we've actually seen voter participation increase, even in off-election years.”"
