,claim,truth_value
1847,"A meeting of defense ministers called to discuss responses to the Ukraine war focused on ways to permanently shore up NATO’s defenses against Russia on air, sea and land.",meter-true
1848,"Russia sought to declare Facebook an extremist organization and YouTube blocked Russian state media channels worldwide on Friday, an escalation of the tit-for-tat between Silicon Valley companies and Russia as the Ukraine war enters its third week.",meter-true
1849,The battle over casualties in the Ukraine war is just beginning.,meter-true
1850,Harris is visiting Poland and Romania amid Ukraine war to reassure allies worried they might be next in Russia’s crosshairs. Warsaw's eagerness to provide planes to fight in Ukraine -- an idea the U.S. opposes -- has suddenly made the diplomatic mission more sensitive.,meter-true
1851,Joint Chiefs of Staff Chairman Gen. Mark A. Milley is walking a tightrope: Support Ukraine’s war against Russia — but contain that war within Ukraine’s borders.,meter-true
1852,Journalists analyze some Ukraine war videos pixel-by-pixel to make sure they aren't bogus.,meter-true
1853,Federal Reserve Chair Jerome H. Powell told lawmakers Wednesday that “we will proceed carefully as we learn more about the implications of the Ukraine war for the economy.”,meter-true
1854,"Our expectation of interactivity has us ""participating"" in Ukraine's war.",meter-true
1855,"The session began with the Jan. 6 attack, and ended with the surprise appearance of Ukraine’s wartime president. Plenty happened along the way. ",meter-true
1856,The group represents a key weapon in Ukraine’s wartime arsenal: The will of everyday people to risk their lives to defend their nation.,meter-true
1857,"The Biennale announced that it will include work from Ukraine’s Wartime Art Archive in the “Piazza Ucraina,”",meter-true
1858,"The Senate Judiciary Committee chairman said a “process” is in place to verify such data from Ukraine, warning “it could be Russian propaganda.”",meter-true
1859,Neutral Austria has come under heavy criticism for granting visas that will allow sanctioned Russian lawmakers to attend a Vienna meeting of the Organization for Security and Cooperation in Europe,meter-true
1860,The risk of nuclear escalation in Ukraine means our support cannot be unlimited.,meter-true
1861,"If approved, the move would authorize U.S. Special Operations troops to employ Ukrainian operatives to observe Russian movements and counter disinformation.",meter-true
1862,A retired army general has defeated a populist billionaire in a runoff vote to choose the new president of the Czech Republic,meter-true
1863,Allied defense officials will meet in Brussels this week. NATO chief Jens Stoltenberg said Russia's spring offensive is underway.,meter-true
1864,Ukraine’s ambassador to Britain made the comments after Polish President Andrzej Duda cast doubt on sending Kyiv F-16 warplanes.,meter-true
1865,"Peace talks with Russia remain “out of the question,” a senior Ukrainian official said, after almost a year of conflict.",meter-true
1866,"Ukrainian President Volodymyr Zelensky is set to address the European Parliament after visits to London and Paris, where he requested warplanes and weapons.",meter-true
1867,"“I will leave Parliament thanking all of you in advance for powerful English planes,” Zelensky said toward the end of his speech, to laughter and applause.",meter-true
1868,U.S. officials said providing the weapons to Poland would meet U.S. foreign policy goals by “improving the security of a NATO Ally.”,meter-true
1869,"Defense Minister Oleksii Reznikov said that “only aircraft” are left on his wish list, and that it’s just a matter of time until Ukraine gets them from the West.",meter-true
1870,"Ground-launched, small diameter bombs from the United States are expected to double the reach of Ukraine’s current munitions.",meter-true
1871,"Ukraine’s prosecutor general is pressing criminal charges against the head of the Wagner Group, Yevgeniy Prigozhin. ",meter-true
1872,"""The EU stands by Ukraine as firmly as ever,” European Commission President Ursula von der Leyen tweeted after she arrived in Kyiv.",meter-true
1873,"Several Western allies including the United States say they won’t send fighter jets, but some Pentagon officials say they think President Biden may eventually acquiesce.",meter-true
1874,The Pentagon announced the first shipment of Bradley Fighting Vehicles to Ukraine. France did not rule out sending fighter jets. ,meter-true
1875,Former British prime minister Boris Johnson claimed the Russian president threatened him with a missile strike in the run-up to Russia’s invasion of Ukraine.,meter-true
1876,"After a Russian retreat, the Dnieper River is the new front line, and destroyed towns on a road running along the water through three Ukrainian regions are still under fire. ",meter-true
1877,"Ukrainian President Volodymyr Zelensky renewed his plea for the West to supply Ukraine with more potent weapons, including the Army Tactical Missile System, or ATACMS. ",meter-true
1878,The latest Russian missile and drone attacks knocked out electricity in cities around the country. ,meter-true
1879,"Ukrainian officials welcomed the news that the United States, Germany and other allies will send M1 Abrams and Leopard 2 tanks, and they called for fighter aircraft.",meter-true
1880,"The men wanted to avoid being drafted into the Russian army so they made their way to South Korea, hoping to claim political asylum. It's not going well.",meter-true
1881,"Germany will send Leopard 2 tanks to Ukraine, said Chancellor Olaf Scholz. Ukraine's military says it has withdrawn from the eastern town of Soledar.",meter-true
1882,The Russian president will never recover from his disastrous war in Ukraine.,meter-true
1883,"Zelensky removes regional governors and officials. Germany is under pressure from NATO allies, including Poland, to sign off on sending Leopard 2 tanks to Kyiv.",meter-true
1884,"The International Criminal Court lacks jurisdiction to seek accountability for the authors of the war: Putin and his top ministers, generals and financiers.",meter-true
1885,Poland will ask Germany for permission to send Leopard 2 tanks to Ukraine. ,meter-true
1886,Germany has declined to send Leopard 2 tanks to Ukraine or allow other nations to transfer the tanks in their inventories.,meter-true
1887,Ukrainian presidential adviser Mykhailo Podolyak on Saturday urged countries to “think faster” to stave off more deaths of his countrymen,meter-true
1888,"Foreign military ships can legally enter the U.S. exclusive economic zone. But the Pentagon said it is “precarious timing"" for a Russian vessel to be there.",meter-true
