,claim,truth_value,year_of_publish,month_of_publish,day_of_publish
1634,U.S. officials said providing the weapons to Poland would meet U.S. foreign policy goals by “improving the security of a NATO Ally.”,meter-true,2023,February,7
1635,"Defense Minister Oleksii Reznikov said that “only aircraft” are left on his wish list, and that it’s just a matter of time until Ukraine gets them from the West.",meter-true,2023,February,5
1636,"Ground-launched, small diameter bombs from the United States are expected to double the reach of Ukraine’s current munitions.",meter-true,2023,February,4
1637,"Ukraine’s prosecutor general is pressing criminal charges against the head of the Wagner Group, Yevgeniy Prigozhin. ",meter-true,2023,February,3
1638,"""The EU stands by Ukraine as firmly as ever,” European Commission President Ursula von der Leyen tweeted after she arrived in Kyiv.",meter-true,2023,February,2
1639,"Several Western allies including the United States say they won’t send fighter jets, but some Pentagon officials say they think President Biden may eventually acquiesce.",meter-true,2023,February,1
1640,The Pentagon announced the first shipment of Bradley Fighting Vehicles to Ukraine. France did not rule out sending fighter jets. ,meter-true,2023,January,31
1641,Former British prime minister Boris Johnson claimed the Russian president threatened him with a missile strike in the run-up to Russia’s invasion of Ukraine.,meter-true,2023,January,30
1642,"After a Russian retreat, the Dnieper River is the new front line, and destroyed towns on a road running along the water through three Ukrainian regions are still under fire. ",meter-true,2023,January,30
1643,"Ukrainian President Volodymyr Zelensky renewed his plea for the West to supply Ukraine with more potent weapons, including the Army Tactical Missile System, or ATACMS. ",meter-true,2023,January,29
1644,The latest Russian missile and drone attacks knocked out electricity in cities around the country. ,meter-true,2023,January,27
1645,"Ukrainian officials welcomed the news that the United States, Germany and other allies will send M1 Abrams and Leopard 2 tanks, and they called for fighter aircraft.",meter-true,2023,January,26
1646,"The men wanted to avoid being drafted into the Russian army so they made their way to South Korea, hoping to claim political asylum. It's not going well.",meter-true,2023,January,25
1647,"Germany will send Leopard 2 tanks to Ukraine, said Chancellor Olaf Scholz. Ukraine's military says it has withdrawn from the eastern town of Soledar.",meter-true,2023,January,25
1648,The Russian president will never recover from his disastrous war in Ukraine.,meter-true,2023,January,25
1649,"Zelensky removes regional governors and officials. Germany is under pressure from NATO allies, including Poland, to sign off on sending Leopard 2 tanks to Kyiv.",meter-true,2023,January,24
1650,"The International Criminal Court lacks jurisdiction to seek accountability for the authors of the war: Putin and his top ministers, generals and financiers.",meter-true,2023,January,23
1651,Poland will ask Germany for permission to send Leopard 2 tanks to Ukraine. ,meter-true,2023,January,23
1652,Germany has declined to send Leopard 2 tanks to Ukraine or allow other nations to transfer the tanks in their inventories.,meter-true,2023,January,22
1653,Ukrainian presidential adviser Mykhailo Podolyak on Saturday urged countries to “think faster” to stave off more deaths of his countrymen,meter-true,2023,January,21
1654,"Foreign military ships can legally enter the U.S. exclusive economic zone. But the Pentagon said it is “precarious timing"" for a Russian vessel to be there.",meter-true,2023,January,20
1655,"Ukraine’s allies have been stuck in a rift over who will supply Kyiv with battle tanks, with Germany under pressure to send tanks to Ukraine. ",meter-true,2023,January,20
1656,"Russia’s civilian nuclear power conglomerate has been quietly supplying the Russian arms industry, aiding the onslaught on Ukraine, documents show. 

",meter-true,2023,January,20
1657,"Washington is readying a military aid package that includes dozens of Bradley and Stryker armored vehicles, two people familiar with the plan told The Post.",meter-true,2023,January,19
1658,"The cause of the crash near a kindergarten in Brovary, near Kyiv, is not clear. Interior Minister Denis Monastyrsky, other officials and multiple children died.",meter-true,2023,January,18
1659,An influx of Western arms is designed to exploit the command failures of the Russian army.,meter-true,2023,January,18
1660,"Western officials have rightly begun thinking about how to win the war, not just how not to lose it.",meter-true,2023,January,18
1661,"Oleksiy Arestovych, an adviser to President Zelensky, resigned after suggesting Ukraine’s air defenses may have been responsible for the deadly damage in Dnipro.",meter-true,2023,January,17
1662,"The U.K. will send self-propelled guns artillery rounds, armored vehicles and other equipment to make sure Ukraine “seizes its upper hand” against Russia",meter-true,2023,January,16
1663,Ukraine’s armed forces said such an attack could have been prevented with more advanced air defense systems.,meter-true,2023,January,15
1664,"People were trapped under rubble after a Russian attack on a Dnipro residential building, Ukrainian authorities said Saturday",meter-true,2023,January,14
1665,"Kyiv said earlier that Ukrainian forces are still fighting for Soledar. Russia released American citizen Taylor Dudley, 35, who was detained for nine months.",meter-true,2023,January,13
1666,"Taylor Dudley, 35, A U.S. citizen who had been detained in Russia for nine months, was released on Thursday.",meter-true,2023,January,12
1667,"Fierce fighting is taking place in the salt mining town of Soledar in eastern Ukraine, just three miles from the strategic city Bakhmut. ",meter-true,2023,January,11
1668,"Fighting around the eastern towns of Bakhmut and Soledar, where Russia just launched a major assault, has been “really savage,” a U.S. defense official said. ",meter-true,2023,January,10
1669,"Most of the fiercely contested city of Bakhmut, in eastern Ukraine, has been ravaged, but fighters are still repelling Russian offensives, the president said.",meter-true,2023,January,9
1670,A decisive year looms for Russia's war in Ukraine as Moscow's forces dig in for a long fight. ,meter-true,2023,January,9
1671,Fighting continued amid Moscow's unilaterally declared 36-hour cease-fire. Russian proxy officials accused Ukraine of shelling two power plants in Donetsk.,meter-true,2023,January,8
1672,Moscow and Kyiv blamed each other for fighting while Putin spent Christmas alone at the Kremlin and Zelensky congratulated House Speaker Kevin McCarthy,meter-true,2023,January,7
1673,Volodymyr Zelensky called Vladimir Putin's cease-fire proposal a cover for Moscow to move men and equipment. Each side accused the other of continued shelling.,meter-true,2023,January,6
1674,"Putin said he was acting on an appeal from the head of the Russian Orthodox Church, Patriarch Kirill, and called on Ukraine to join the temporary truce.",meter-true,2023,January,5
1675,"Turkish President Recep Tayyip Erdogan is to hold separate calls with his Russian and Ukrainian counterparts Wednesday, his spokesman told Turkish media.",meter-true,2023,January,4
1676,Intimacy has been another casualty of Russia's war inside Ukraine.,meter-true,2023,January,4
1677,Russian outrage is growing after officials said a Ukrainian strike in Donetsk killed 63 service members. Zelensky says Moscow is seeking to exhaust Ukraine.,meter-true,2023,January,3
1678,"Key infrastructure in Ukraine’s capital, Kyiv, was targeted by drones overnight, officials said, causing power outages.",meter-true,2023,January,2
1679,The democracy-vs.-autocracy frame isn't promoting consensus at home. Here's a better way to gain support from across the U.S. political spectrum for backing Kyiv.,meter-true,2022,December,30
