Unnamed: 0,claim,year_of_publish,month_of_publish,day_of_publish,truth_value
1604,"Republican state lawmakers ""are refusing to give the people of their own states their own tax dollars back in the form of (expanded) Medicaid.""",2013,December,12,meter-mostly-true
1605,"Iran President Hassan ""Rouhani has more Cabinet members with Ph.D.s from American universities"" than members of Barack Obama’s Cabinet.",2013,December,9,meter-true
1606,"The United Nations has conducted ""172 successful peacekeeping missions and negotiations.""",2013,September,10,meter-mostly-true
1607,"In the event of a U.S. strike on Syria, ""the Russians will replace the weapons immediately. They’ve said it on the record. They’ve suggested they might even replace it with better stuff.""",2013,September,7,meter-mostly-false
1608,"Chemical weapons have been used ""probably 20 times"" since the Persian Gulf War.",2013,September,4,meter-mostly-false
1609,"""Do you know those former Soviet Bloc countries have all moved to flat taxes?""",2013,April,16,meter-half-true
1610,"Says ""right now, we have more military spending than the next 10, 11, 12 countries combined.""",2013,February,1,meter-true
1611,"""The brutal fact is, when it comes to education, America is slipping"" behind other nations.",2013,January,9,meter-mostly-false
1612,"Says Chuck Hagel has called for ""an end to our nuclear program.""",2013,January,21,meter-mostly-false
1613,"Says a recent study shows Florida students are second in the world in fourth grade reading, behind Singapore.",2013,January,15,meter-mostly-true
1614,"""[W]e see America's prison population exploding, with America having a greater percentage of its people behind bars than any other nation in the world!""",2013,January,1,meter-mostly-true
1615,"""Even if you took literally every single ounce of platinum in the world, it still wouldn’t add up to enough needed to pay down our nation’s debt.""",2013,January,9,meter-true
1616,Says the Obama administration plans to ban all weapons for U.S. citizens through international treaties.,2012,November,27,tom_ruling_pof
1617,"""Pakistan has 100 nuclear warheads and they’re rushing to build a lot more. They’ll have more than Great Britain sometime in the relatively near future.""",2012,October,22,meter-mostly-true
1618,"""A few months ago when you were asked what's the biggest geopolitical threat facing America, you said Russia.""",2012,October,22,meter-half-true
1619,"""There are more oil rigs in operation in the United States than the rest of the world combined.""",2012,October,16,meter-false
1620,"Massachusetts Sen. Scott Brown shows someone can be bipartisan in Congress because he ""votes about 66 percent with his own party.""",2012,October,16,meter-true
1621,"Says the Obama administration ""watered down sanctions"" against Iran, delayed them and tried to stop Congress ""from putting the tough sanctions in place.""",2012,October,11,meter-mostly-false
1622,"The Obama administration ""called Bashar Assad a reformer when he was turning his Russian-provided guns on his own people.""",2012,October,11,meter-half-true
1623,Says Romney called Russia our No. 1 enemy.,2012,September,6,meter-mostly-true
1624,"In his first TV interview as president, Obama said we ""should talk to Iran.""",2012,August,30,meter-true
1625,"President Barack Obama has ""weakened the respect for America abroad.""",2012,August,30,meter-mostly-false
1626,Says U.S. is giving seven Alaskan islands to Russia.,2012,May,16,meter-false
1627,"""For his first interview as president, Barack Obama chose Arab TV for an apology.""",2012,July,4,meter-mostly-false
1628,"""When we took office, let me remind you, there was virtually no international pressure on Iran.""",2012,May,8,meter-false
1629,"""The United States imprisons more than any nation in the world.""",2012,April,18,meter-half-true
1630,"At the same time gas prices have increased, ""the share of the oil market controlled by speculators has more than doubled over the past 10 years.""",2012,April,15,meter-half-true
1631,"""Obama tells Russia that he'll turn over America's defense system to them if re-elected.""",2012,March,26,tom_ruling_pof
1632,"The U.S. has a ""record number of oil rigs operating right now – more working oil and gas rigs than the rest of the world combined.""",2012,February,23,meter-half-true
1633,"""This president ... could have gotten crippling sanctions against Iran. He did not.""",2012,February,22,meter-mostly-false
1634,"""You look at defense … we're spending more than the rest of the world combined.""",2011,December,12,meter-mostly-false
1635,"The United States ""is number one in the world in energy resources; Russia is number two.""",2011,December,7,meter-true
1636,Says military expenditures for the United States are greater than the combined spending of the next 14 largest nations.,2011,November,18,meter-true
1637,"""When you sanction the Iranian central bank, that will shut down (Iran's) economy.""",2011,November,22,meter-half-true
1638,"The United States' regulations ""are among the most difficult in the world.""",2011,November,14,meter-false
1639,"The United States sends ""$300 billion -- half our trade deficit -- overseas for oil to unstable and unfriendly regimes.""",2011,November,1,meter-half-true
1640,"China is ""trying to develop nuclear capability.""",2011,October,31,tom_ruling_pof
1641,"""According to Wikipedia, there are only five countries in the entire planet that are more unequal than the United States in the distribution of our wealth.""",2011,October,10,meter-true
1642,"""The United States is the No. 1 country in the world for energy resources. … We are the king daddy dogs when it comes to energy.""",2011,August,27,meter-half-true
1643,"""From now on, we have to pay the Russians $50 million an astronaut to send Americans to the space station""",2011,July,7,meter-mostly-true
1644,"Says President Obama ""has fired more cruise missiles than all other Peace Prize winners combined.""",2011,June,15,meter-true
1645,"""Who are the most consistently misinformed media viewers? … Fox viewers, consistently, every poll.""",2011,June,19,meter-false
1646,"""We are number one in the world when it comes to energy resources. ... The Russians are second; Saudi Arabia is number three.""",2011,June,14,meter-true
1647,"""Anywhere in the world, when someone uses a mobile phone, e-mail, the Internet or GPS, they are enjoying the benefits of the American miracle.""",2011,June,14,meter-mostly-true
1648,"Says the United States is ""the Saudi Arabia of coal.""",2011,May,20,meter-mostly-true
1649,Says President Franklin Delano Roosevelt sent his advisers to study socialism with Soviet dictator Josef Stalin so the president could replicate it in the United States.,2011,April,12,meter-false
1650,"""Foreign aid makes up about 1 percent of our entire budget.""",2011,April,13,meter-true
1651,"""Libya supplies the oil for China. We get no oil from Libya.""",2011,April,4,meter-false
1652,South Korea doesn't pay the United States for U.S. troops that protect their country.,2011,March,23,meter-false
1653,"""American troops have never been under the formal control of another nation.""",2011,March,23,meter-false
1654,"The U.S. gives foreign aid to Cuba and Venezuela, even though those countries are our enemies.",2011,February,9,meter-false
1655,"""Hitler didn't want unions. Stalin didn't want unions. Mubarak didn't want independent unions. These autocrats in history don't want independent unions.""",2011,March,3,meter-true
1656,"""The president promised to close the space gap, but he now seems intent on repeating the events that created the space gap in the first place -- putting in place a new rocket design and then trying to underfund the effort...""",2011,February,14,meter-mostly-true
1657,"""Senator Webb was a reliable vote for President Obama and Senator Harry Reid.""",2011,February,9,meter-true
1658,"The United States is ""the only developed country in the world that has not cut its corporate tax rate.""",2011,February,11,meter-half-true
1659,"Under Hosni Mubarak's rule, ""Egypt received more American dollars than any country besides Israel.""",2011,January,30,meter-true
1660,"Federal Reserve policies have led to a 69 percent rise in corn prices, 44 percent rise in wheat prices and 15 percent spike in sugar prices over the last year.",2011,January,27,meter-mostly-false
1661,"""The New START treaty was passed despite significant concerns among some people in the State and Defense Departments.""",2011,January,25,meter-mostly-false
1662,"""On average, Americans spend less than 10 percent of their disposable income on food. Compare that to folks in Mexico, who spend 22 percent, China, 28 percent and Russia, 37 percent.""",2010,December,29,meter-mostly-true
1663,"Said the Washington Post argued that a failure to pass the START treaty this year would be ""no calamity,"" and that the Associated Press said ""the administration concedes the security risk is not immediate.""",2010,November,28,meter-half-true
1664,"""We're the only system of federalism in the world.""",2010,November,9,meter-false
