id,claim,desc,truth_value
780,"At Least 10 Killed in Kherson Shelling, Fueling Anger Over Christmas Strikes",President Volodymyr Zelensky of Ukraine had urged vigilance after the military noted the presence of Russian ships carrying cruise missiles in the Black Sea.,meter-true
781,"Putin Wants Fealty, and He’s Found It in Africa","As Moscow wages war in Ukraine, its mercenaries have already established control in the Central African Republic — with scant Western reaction.",meter-true
782,Your Friday Evening Briefing,Here’s what you need to know at the end of the day.,meter-true
783,What Are JDAMs? And What Will They Do For Ukraine?,The United States is giving satellite-guided bombs to Kyiv for the first time as part of a new $1.85 billion military aid package.,meter-true
784,"Threat of Invasion From Belarus Low, Says Ukraine Spy Chief","In a wide-ranging interview on the state of the war, Kyrylo Budanov also spoke about Russia-Iran relations and Moscow’s obsession with taking the city of Bakhmut.",meter-true
785,,,meter-true
786,Russia Is Starting to Feel Squeezed by Sanctions,"The ruble is weakening, and some say its fall will continue.",meter-true
787,"House Clears $1.7 Trillion Spending Package, Averting Shutdown","The bill, which passed the Senate on Thursday, now heads to President Biden’s desk for his signature.",meter-true
788,Is Israel on ‘a Dangerous Path’ as Netanyahu Takes Power?,Readers discuss an editorial cautioning that Israeli democracy is in jeopardy. Also: Ukraine’s cultural sites; a teaching career; nonpartisan judges; gift wrap.,meter-true
789,Russian shelling hits Ukraine’s south and east as Zelensky returns to Kyiv.,"At least five civilians were killed and 18 injured in Russian attacks on Thursday and into Friday morning, an official said.",meter-true
790,Iran condemns Zelensky’s remarks to Congress as ‘baseless.’,,meter-true
791,"At German Christmas Markets, Smiles Shine Bright but Budgets Are Tight","In Nuremberg, the stalls are open without Covid restrictions, and big crowds are returning to sip mulled wine and socialize. But amid economic uncertainty, visitors are spending less.",meter-true
792,"France Desperately Needs Workers, but the Fixes Could Anger Left and Right",Legalization of undocumented workers and pared-down unemployment benefits are part of the government’s plan to fill hundreds of thousands of jobs.,meter-true
793,His Job Description? Protecting German Democracy. Literally.,Thomas Haldenwang runs Germany’s Office for the Protection of the Constitution. His mission is to fight the enemies of German democracy — from far-right coup plotters to Russian hackers.,meter-true
794,Inside the Jan. 6 Committee,"Power struggles, resignations and made-for-TV moments — the untold story of the most important congressional investigation in generations.",meter-true
795,Your Friday Briefing,Volodymyr Zelensky’s return to Ukraine.,meter-true
796,,,meter-true
797,Congress Votes to Expand U.S. Power to Prosecute International War Crimes,"Passed after an address by Ukraine’s leader, the bill would allow foreigners in the United States who are suspected of war crimes to be tried even if the crime was overseas and the victim was not American.",meter-true
798,Biden’s America Finds Its Voice,"Volodymyr Zelensky, president of Ukraine, reminds us of our timeless cause.",meter-true
799,Ukraine Buoyed by Hero’s Welcome for Zelensky in Washington,"Ukrainians, many left in the dark and cold by Russian airstrikes, drew solace from President Volodymyr Zelensky’s speech to Congress.",meter-true
800,Zelensky’s Weapons Wish List Goes Mostly Unfulfilled on Trip to Washington,"The Biden administration continues to balk at sending U.S. battle tanks, fighter jets and long-range missiles to Ukraine.",meter-true
801,Putin says giving Patriot missiles to Kyiv ‘is simply prolonging the conflict.’,,meter-true
802,Your Friday Briefing: A Times Investigation Into Bucha,"Also, Benjamin Netanyahu is poised to lead Israel again and the week in culture.",meter-true
803,Washington says North Korea is delivering arms to the Wagner Group for Russia’s use in Ukraine.,"The paramilitary group has played a central role in Russia’s efforts to storm the city of Bakhmut in Donetsk Province, which borders Luhansk.",meter-true
804,"At France’s Oldest Christmas Market, Energy Crisis Dims Festive Spirits","Amid soaring gas prices and the war in Ukraine, Strasbourg’s Christkindelsmärik, like holiday fairs across Europe, has faced a tough question: “How do you balance magic and responsibility?”",meter-true
805,Germany accuses one of its intelligence officers of being a Russian spy.,"The suspect, a German citizen, is being charged with treason. He is accused of passing state secrets to Moscow.",meter-true
806,Zelensky’s Appeal for More U.S. Support,Readers praise his resolve and urge America to do more to help Ukraine. Also: Gene editing; Israel’s future; our carbon footprint. ,meter-true
807,,,meter-true
808,The Choreographer Alexei Ratmansky Is Leaving American Ballet Theater,"Ratmansky, the company’s artist in residence for 13 years, has been lauded for his technical virtuosity and ability to communicate emotion to audiences.",meter-true
809,Belarus’s leader tries to play down suggestions that recent military moves were aimed at Ukraine.,Some Ukrainian officials have warned that a military exercise involving Russia could be a precursor to a new offensive aimed at Kyiv.,meter-true
810,"Senate Passes $1.7 Trillion Spending Bill, in Bid to Avert Government Shutdown","The bill, which would provide nearly $50 billion in aid to Ukraine, now heads to the House for a vote where it is expected to pass before being sent to President Biden.",meter-true
811,The Olive Green Sweatshirt Goes to Congress,President Volodymyr Zelensky of Ukraine came to Washington wearing his reality on his sleeves.,meter-true
812,Frontline City’s Final Food Stand Finds a Way to Keep the Pizza Coming,"Despite all the shelling, and with no electricity, one snack shop is still serving the soldiers and citizens who have stayed in Bakhmut, Ukraine, a pivotal battleground in the war.",meter-true
813,Trump Oversight,"After years of evading congressional investigators, Donald Trump is taking hits.",meter-true
814,"For Zelensky, a Celebration of Resilience and a Sales Pitch for Support","For all the talk of victory, President Volodymyr Zelensky’s remarks in Washington revealed hints about his worries for the year ahead.",meter-true
815,"Caught on Camera, Traced by Phone: The Russian Military Unit That Killed Dozens in Bucha",Exclusive evidence obtained in a monthslong investigation identifies the Russian regiment — and commander — behind one of the worst atrocities in Ukraine.,meter-true
816,"Caught on Camera, Traced by Phone: The Russian Military Unit That Killed Dozens in Bucha","Exclusive phone records, documents, interviews and thousands of hours of video reveal how a Russian paratrooper unit killed dozens of people on one street in March.",meter-true
817,The Ukrainian leader sought to convey the reality of the war to Washington.,,meter-true
818,,,meter-true
819,Your Thursday Briefing,Volodymyr Zelensky visited President Biden in his first known trip outside Ukraine since Russia invaded.,meter-true
820,Full Transcript of Zelensky’s Speech Before Congress,"The Ukrainian president delivered an emotional appeal for further American support, vowing that his country would prevail in its war with Russia.",meter-true
821,Their Final Moments: Victims of a Russian Atrocity in Bucha,"Through text messages, death certificates, social media posts, satellite imagery and personal testimony, we retraced the final moments of dozens of Ukrainians killed along one street in Bucha.",meter-true
822,"U.S. Aid Is ‘Not Charity,’ Zelensky Tells Congress as a Lengthy War Looms",President Volodymyr Zelensky described military assistance for Ukraine as an investment in global security and democracy in the face of Russian aggression.,meter-true
823,Zelensky’s Message: Ukraine Is Fighting for Good Over Evil,One of the Ukrainian leader’s overriding aims is to prevent support for the war from becoming a partisan issue.,meter-true
824,Your Wednesday Evening Briefing,Here’s what you need to know at the end of the day.,meter-true
825,"Putin Concedes Military Failings, but Insists Russia Will Fight On","Nodding to criticism that his army lacked the basic necessities to wage war, the Russian leader said his government was providing “everything that the army asks for.’’",meter-true
826,"What Are Patriot Missiles, and Why Does Ukraine Want Them?","The United States is sending its most advanced ground-based missile defense system to Ukraine, as Russia continues to pummel the country with airstrikes.",meter-true
