,Unnamed: 0,Unnamed: 0.1,claim,truth_value,source,simple_sentence
4324,4324,4324,"Colombia seizes six metric tons of cocaine from ELN rebels, article with video",meter-true,reuters,"Colombia seizes six metric tons of cocaine from ELN rebels, article with video ."
4325,4325,4325,"Undeclared conflict? America's battles with Iran-backed militia escalate, again, article with video",meter-true,reuters,"Undeclared conflict?America's battles with Iran-backed militia escalate, again, article with video ."
4326,4326,4326,"Twenty-eight civilians killed in northern Afghan province as fighting intensifies, article with gallery",meter-true,reuters,"Twenty-eight civilians killed in northern Afghan province as fighting intensifies, article with gallery ."
4327,4327,4327,"Boko Haram fighters pledge to Islamic State in video, worrying observers, article with video",meter-true,reuters,"Boko Haram fighters pledge to Islamic State in video, worrying observers, article with video ."
4328,4328,4328,"U.N. says 230,000 displaced by Myanmar fighting, article with image",meter-true,reuters,"U.N. says 230,000 displaced by Myanmar fighting, article with image ."
4329,4329,4329,"Libya's foreign minister sees progress on removal of foreign mercenaries, article with gallery",meter-true,reuters,"Libya's foreign minister sees progress on removal of foreign mercenaries, article with gallery ."
4330,4330,4330,"Deadly landmine legacy in Tripoli shows stakes of Libya talks, article with gallery",meter-true,reuters,"Deadly landmine legacy in Tripoli shows stakes of Libya talks, article with gallery ."
4331,4331,4331,"Dozens of Congo's rebels lay down weapons in the east, article with video",meter-true,reuters,"Dozens of Congo's rebels lay down weapons in the east, article with video ."
4332,4332,4332,"Officials count ballots after Ethiopia's election, new fighting reported in Tigray, article with gallery",meter-true,reuters,"Officials count ballots after Ethiopia's election, new fighting reported in Tigray, article with gallery ."
4333,4333,4333,"Explainer: Untangling the crisis in Libya, article with image",meter-true,reuters,"Explainer: Untangling the crisis in Libya, article with image ."
4334,4334,4334,"Sudan's PM calls for unified military after tensions surface, article with image",meter-true,reuters,"Sudan's PM calls for unified military after tensions surface, article with image ."
4335,4335,4335,"More than 8,500 children used as soldiers in 2020: U.N., article with gallery",meter-true,reuters,"More than 8,500 children used as soldiers in 2020: U.N., article with gallery ."
4336,4336,4336,"Libya's Haftar closes border with Algeria, article with gallery",meter-true,reuters,"Libya's Haftar closes border with Algeria, article with gallery ."
4337,4337,4337,"New joint force to ""crack down on insecurity"" in Sudan, article with gallery",meter-true,reuters,"New joint force to ""crack down on insecurity"" in Sudan, article with gallery ."
4338,4338,4338,"Roadblocks upend Palestinian family's life in East Jerusalem's Sheikh Jarrah, article with video",meter-true,reuters,"Roadblocks upend Palestinian family's life in East Jerusalem's Sheikh Jarrah, article with video ."
4339,4339,4339,"Myanmar militia group halts attacks on troops; Suu Kyi ‘confident’ in court, article with image",meter-true,reuters,"Myanmar militia group halts attacks on troops; Suu Kyi ‘confident’ in court, article with image ."
4340,4340,4340,"Outsider Khan must steer war crimes court through choppy waters, article with gallery",meter-true,reuters,"Outsider Khan must steer war crimes court through choppy waters, article with gallery ."
4341,4341,4341,"NATO adopts tough line on China at Biden’s debut summit with alliance, article with video",meter-true,reuters,"NATO adopts tough line on China at Biden’s debut summit with alliance, article with video ."
4342,4342,4342,"Dance helps Congo’s rape survivors cope with trauma, article with video",meter-true,reuters,"Dance helps Congo’s rape survivors cope with trauma, article with video ."
4343,4343,4343,"Explainer: Who's who in Israel's new patchwork coalition government, article with video",meter-true,reuters,Explainer : Who 's . Explainer : Who in Israel 's new patchwork coalition government . Explainer : Who in article with video . 
4344,4344,4344,"Analysis: With Trump gone, NATO wages war on climate threat, article with gallery",meter-true,reuters,"Analysis: With Trump gone, NATO wages war on climate threat, article with gallery ."
4345,4345,4345,"Eying Russia, Pentagon to send Ukraine counter-drone, electronic warfare equipment, article with gallery",meter-true,reuters,"Eying Russia, Pentagon to send Ukraine counter-drone, electronic warfare equipment, article with gallery ."
4346,4346,4346,"With military victory elusive, W.African nations quietly back talks with Islamists, article with video",meter-true,reuters,"With military victory elusive, W.African nations quietly back talks with Islamists, article with video ."
4347,4347,4347,"At least 8 killed in Marib blasts, says Yemeni official, article with image",meter-true,reuters,"At least 8 killed in Marib blasts, says Yemeni official, article with image ."
4348,4348,4348,"Congo detains alleged ivory trafficker blamed for killings of park rangers -statement, article with image",meter-true,reuters,"Congo detains alleged ivory trafficker blamed for killings of park rangers -statement, article with image ."
4349,4349,4349,"Gunmen kill at least 10 Afghans working for mine-clearing agency, article with video",meter-true,reuters,"Gunmen kill at least 10 Afghans working for mine-clearing agency, article with video ."
4350,4350,4350,"Erdogan says Turkey 'neutralised' PKK official in Iraq camp strike, article with image",meter-true,reuters,"Erdogan says Turkey 'neutralised' PKK official in Iraq camp strike, article with image ."
4351,4351,4351,"Thailand concerned at Myanmar violence, article with image",meter-true,reuters,"Thailand concerned at Myanmar violence, article with image ."
4352,4352,4352,"Azerbaijan says it forced around 40 Armenian troops to retreat after border incursion, article with image",meter-true,reuters,"Azerbaijan says it forced around 40 Armenian troops to retreat after border incursion , , article with image . it says forced around 40 Armenian troops to retreat after border incursion , , article with image . it says to retreat after border incursion , , article with image . it says retreat after border incursion , , article with image . "
4353,4353,4353,"Erdogan says Turkey could target refugee camp deep inside Iraq, article with image",meter-true,reuters,"Erdogan says Turkey could target refugee camp deep inside Iraq , , article with image . Turkey says could target refugee camp deep inside Iraq , , article with image . Turkey says target refugee camp deep inside Iraq , , article with image . "
4354,4354,4354,"Greece and Turkey aim to smooth differences, leaders to meet, article with gallery",meter-true,reuters,Greece aim to smooth differences  leaders to meet  article with gallery . Turkey aim to smooth differences  leaders to meet  article with gallery . 
4355,4355,4355,"Greece rejects Turkish minister's comments on Muslim minority, article with gallery",meter-true,reuters,"Greece rejects Turkish minister's comments on Muslim minority, article with gallery ."
4356,4356,4356,"In Abiy's Ethiopia, press freedom flourished then fear returned, article with gallery",meter-true,reuters,"In Abiy 's Ethiopia , press freedom flourished then fear returned , article with gallery . "
4357,4357,4357,"U.N. launches investigation into whether Israel, Hamas committed crimes, article with video",meter-true,reuters,"U.N. launches investigation into whether Israel , , Hamas committed crimes , , article with video . Israel , , Hamas launches committed crimes , , article with video . "
4358,4358,4358,"Somalia's PM commits to free, fair polls after impasse over elections resolved, article with gallery",meter-true,reuters,"Somalia's PM commits to free, fair polls after impasse over elections resolved, article with gallery ."
4359,4359,4359,"U.S. warns of further action against Ethiopia, Eritrea over Tigray, article with image",meter-true,reuters,"U.S. warns of further action against Ethiopia, Eritrea over Tigray, article with image ."
4360,4360,4360,"Displaced by Israeli bombs, Gazans camp by rubble of their homes, article with gallery",meter-true,reuters,"Displaced by Israeli bombs, Gazans camp by rubble of their homes, article with gallery ."
4361,4361,4361,"U.S., Egypt working closely to reinforce Gaza ceasefire, Blinken says, article with gallery",meter-true,reuters,"U.S., Egypt working closely to reinforce Gaza ceasefire, Blinken says, article with gallery ."
4362,4362,4362,"Factbox: Who are Syrian President Bashar al-Assad's foes?, article with image",meter-true,reuters,"Factbox: Who are Syrian President Bashar al-Assad's foes?, article with image ."
4363,4363,4363,"Myanmar cardinal appeals for fighting to end after fatal church attack, article with image",meter-true,reuters,"Myanmar cardinal appeals for fighting to end after fatal church attack, article with image ."
