,nc,1,claim,0,nt
1060,Фейк: Президент Зеленский разрешил снять маски,meter-false,Fake: President Zelensky allowed to remove masks,President Zelensky allowed to remove masks,Fake
1061,"Фейк: Кровь под микроскопом доказывает, что прививка делает всех больными",meter-false,Fake: Blood Under Microscope Proves Vaccination Makes Everyone Sick,Blood Under Microscope Proves Vaccination Makes Everyone Sick,Fake
1062,Фейк: Биохимик Янг обнаружил в вакцинах против COVID-19 паразитов,meter-false,Fake: Biochemist Yang finds parasites in COVID-19 vaccines,Biochemist Yang finds parasites in COVID-19 vaccines,Fake
1063,Фейк: Побочные эффекты вакцин от COVID-19 в десятки раз превышают подобные от вакцин против...,meter-false,Fake: Side effects of COVID-19 vaccines are ten times higher than those of vaccines against...,Side effects of COVID-19 vaccines are ten times higher than those of vaccines against...,Fake
1064,Фейк: Тестирование вакцин на безопасность не соответствует научному стандарту,meter-false,Fake: Vaccine safety testing doesn't meet the scientific standard,Vaccine safety testing doesn't meet the scientific standard,Fake
1065,Фейк: CDC изменил определение слова «вакцина» и подтвердил ее неэффективность,meter-false,Fake: CDC Redefines 'Vaccine' and Confirms It's Ineffective,CDC Redefines 'Vaccine' and Confirms It's Ineffective,Fake
1066,Фейк: ВСУ отрабатывают на учениях действия по подавлению мирного населения Донбасса,meter-false,Fake: Armed Forces of Ukraine practice actions to suppress the civilian population of Donbass,Armed Forces of Ukraine practice actions to suppress the civilian population of Donbass,Fake
1067,Фейк: “Я хотел дать свет безвозмездно и всем” – последнее интервью Николы Теслы,meter-false,Fake: “I wanted to give light for free to everyone” – Nikola Tesla’s last interview,“I wanted to give light for free to everyone” – Nikola Tesla’s last interview,Fake
1068,Манипуляция: Родители из Чернигова отстояли право учителей ходить на работу “без уколов”,meter-false,Manipulation: Parents from Chernihiv defended the right of teachers to go to work “without injections”,Parents from Chernihiv defended the right of teachers to go to work “without injections”,Manipulation
1069,Фейк: Подозреваемый в крушении MH17 Олег Пулатов умер,meter-false,Fake: Suspect in MH17 crash Oleg Pulatov dies,Suspect in MH17 crash Oleg Pulatov dies,Fake
1070,Фейк: Глобального потепления не существует и оно не влияет на здоровье,meter-false,Fake: Global warming does not exist and it does not affect health,Global warming does not exist and it does not affect health,Fake
1071,Фейк: Ученые предупреждают о вероятном сильном землетрясении в Карпатах,meter-false,Fake: Scientists warn of a possible strong earthquake in the Carpathians,Scientists warn of a possible strong earthquake in the Carpathians,Fake
1072,Фейк: Пользователи iPhone 13 должны подтвердить статус вакцинации перед разблокировкой телефона,meter-false,Fake: iPhone 13 Users Must Verify Vaccination Status Before Unlocking Phone,iPhone 13 Users Must Verify Vaccination Status Before Unlocking Phone,Fake
1073,Манипуляция: Обнаружен новый побочный эффект вакцин Pfizer и Moderna — поражает молодых,meter-false,Manipulation: A new side effect of Pfizer and Moderna vaccines has been discovered - it affects the young,A new side effect of Pfizer and Moderna vaccines has been discovered - it affects the young,Manipulation
1074,"Фейк: В Украине с 25 сентября ввели локдаун, ряд регионов попали в “красную зону”",meter-false,"Fake: A lockdown was introduced in Ukraine on September 25, a number of regions fell into the “red zone”","A lockdown was introduced in Ukraine on September 25, a number of regions fell into the “red zone”",Fake
